genome_id,genus,species,full_name
GCF_017498525.1_Ottowia_testudinis_6mer,Ottowia,testudinis,Ottowia_testudinis
GCF_017498545.1_Sulfidibacter_corallicola_6mer,Sulfidibacter,corallicola,Sulfidibacter_corallicola
GCF_017498565.1_Parasphingorhabdus_cellanae_6mer,Parasphingorhabdus,cellanae,Parasphingorhabdus_cellanae
GCF_017526105.1_Streptomyces_cyanogenus_6mer,Streptomyces,cyanogenus,Streptomyces_cyanogenus
GCF_017569185.1_Polaribacter_cellanae_6mer,Polaribacter,cellanae,Polaribacter_cellanae
GCF_017569205.1_Propioniciclava_sp__MC1595_6mer,Propioniciclava,sp,Propioniciclava_sp
GCF_017569225.1_Pengzhenrongella_sicca_6mer,Pengzhenrongella,sicca,Pengzhenrongella_sicca
GCF_017569325.2_Mucilaginibacter_gossypii_6mer,Mucilaginibacter,gossypii,Mucilaginibacter_gossypii
GCF_017569925.1_Brenneria_izadpanahii_6mer,Brenneria,izadpanahii,Brenneria_izadpanahii
GCF_017571595.2_Sinorhizobium_medicae_6mer,Sinorhizobium,medicae,Sinorhizobium_medicae
GCF_017579825.1_Arthrobacter_woluwensis_6mer,Arthrobacter,woluwensis,Arthrobacter_woluwensis
GCF_017584165.1_Agrobacterium_rubi_6mer,Agrobacterium,rubi,Agrobacterium_rubi
GCF_017607425.1_Rhizorhabdus_wittichii_6mer,Rhizorhabdus,wittichii,Rhizorhabdus_wittichii
GCF_017638445.1_Corynebacterium_hindlerae_6mer,Corynebacterium,hindlerae,Corynebacterium_hindlerae
GCF_017638545.1_Psychrosphaera_ytuae_6mer,Psychrosphaera,ytuae,Psychrosphaera_ytuae
GCF_017638925.1_Pseudoalteromonas_xiamenensis_6mer,Pseudoalteromonas,xiamenensis,Pseudoalteromonas_xiamenensis
GCF_017639205.1_Streptomyces_nojiriensis_6mer,Streptomyces,nojiriensis,Streptomyces_nojiriensis
GCF_017639855.1_Streptococcus_zhangguiae_6mer,Streptococcus,zhangguiae,Streptococcus_zhangguiae
GCF_017654315.1_Gordonia_polyisoprenivorans_6mer,Gordonia,polyisoprenivorans,Gordonia_polyisoprenivorans
GCF_017654485.1_Roseomonas_marmotae_6mer,Roseomonas,marmotae,Roseomonas_marmotae
GCF_017654605.1_Yimella_sp__cx-51_6mer,Yimella,sp,Yimella_sp
GCF_017656055.1_Candidatus_Nardonella_dryophthoridicola_6mer,Candidatus,Nardonella,Candidatus_Nardonella
GCF_017671885.1_Cohnella_sp__LGH_6mer,Cohnella,sp,Cohnella_sp
GCF_017742995.1_Pseudoalteromonas_viridis_6mer,Pseudoalteromonas,viridis,Pseudoalteromonas_viridis
GCF_017743015.1_Xenorhabdus_budapestensis_6mer,Xenorhabdus,budapestensis,Xenorhabdus_budapestensis
GCF_017743195.1_Bifidobacterium_dentium_6mer,Bifidobacterium,dentium,Bifidobacterium_dentium
GCF_017751145.1_Iocasia_fonsfrigidae_6mer,Iocasia,fonsfrigidae,Iocasia_fonsfrigidae
GCF_017792025.1_Sediminibacillus_dalangtanensis_6mer,Sediminibacillus,dalangtanensis,Sediminibacillus_dalangtanensis
GCF_017798205.1_Cognatishimia_activa_6mer,Cognatishimia,activa,Cognatishimia_activa
GCF_017809215.1_Heyndrickxia_oleronia_6mer,Heyndrickxia,oleronia,Heyndrickxia_oleronia
GCF_017815515.1_Aureimonas_populi_6mer,Aureimonas,populi,Aureimonas_populi
GCF_017868775.1_Billgrantia_sulfidoxydans_6mer,Billgrantia,sulfidoxydans,Billgrantia_sulfidoxydans
GCF_017868935.1_Billgrantia_antri_6mer,Billgrantia,antri,Billgrantia_antri
GCF_017873595.1_Parabacteroides_goldsteinii_6mer,Parabacteroides,goldsteinii,Parabacteroides_goldsteinii
GCF_017893945.1_Treponema_parvum_6mer,Treponema,parvum,Treponema_parvum
GCF_017894345.1_Lactobacillus_taiwanensis_6mer,Lactobacillus,taiwanensis,Lactobacillus_taiwanensis
GCF_017894365.1_Aromatoleum_bremense_6mer,Aromatoleum,bremense,Aromatoleum_bremense
GCF_017894385.1_Aromatoleum_petrolei_6mer,Aromatoleum,petrolei,Aromatoleum_petrolei
GCF_017901135.1_Thiothrix_litoralis_6mer,Thiothrix,litoralis,Thiothrix_litoralis
GCF_017901155.1_Candidatus_Thiothrix_anitrata_6mer,Candidatus,Thiothrix,Candidatus_Thiothrix
GCF_017901175.1_Thiothrix_unzii_6mer,Thiothrix,unzii,Thiothrix_unzii
GCF_017915135.1_Ectopseudomonas_khazarica_6mer,Ectopseudomonas,khazarica,Ectopseudomonas_khazarica
GCF_017933115.1_Streptomyces_scabiei_6mer,Streptomyces,scabiei,Streptomyces_scabiei
GCF_017945865.1_Xiamenia_xianingshaonis_6mer,Xiamenia,xianingshaonis,Xiamenia_xianingshaonis
GCF_017948305.1_Faecalibacter_bovis_6mer,Faecalibacter,bovis,Faecalibacter_bovis
GCF_017948325.1_Brevibacterium_oceani_6mer,Brevibacterium,oceani,Brevibacterium_oceani
GCF_017948405.1_Psychrosphaera_aestuarii_6mer,Psychrosphaera,aestuarii,Psychrosphaera_aestuarii
GCF_018024475.1_Candidatus_Phytoplasma_luffae_6mer,Candidatus,Phytoplasma,Candidatus_Phytoplasma
GCF_018024495.1_Agromyces_archimandritae_6mer,Agromyces,archimandritae,Agromyces_archimandritae
GCF_018064205.1_Comamonas_aquatica_6mer,Comamonas,aquatica,Comamonas_aquatica
GCF_018069625.1_Streptomyces_yatensis_6mer,Streptomyces,yatensis,Streptomyces_yatensis
GCF_018069705.1_Aminithiophilus_ramosus_6mer,Aminithiophilus,ramosus,Aminithiophilus_ramosus
GCF_018075365.1_Virgibacillus_pantothenticus_6mer,Virgibacillus,pantothenticus,Virgibacillus_pantothenticus
GCF_018118585.1_Aristaeella_lactis_6mer,Aristaeella,lactis,Aristaeella_lactis
GCF_018127725.1_Streptococcus_lactarius_6mer,Streptococcus,lactarius,Streptococcus_lactarius
GCF_018127745.1_Porphyromonas_sp__oral_taxon_275_6mer,Porphyromonas,sp,Porphyromonas_sp
GCF_018127765.1_Prevotella_veroralis_6mer,Prevotella,veroralis,Prevotella_veroralis
GCF_018127785.1_Prevotella_scopos_JCM_17725_6mer,Prevotella,scopos,Prevotella_scopos
GCF_018127825.1_Prevotella_nigrescens_6mer,Prevotella,nigrescens,Prevotella_nigrescens
GCF_018127985.1_Prevotella_multiformis_6mer,Prevotella,multiformis,Prevotella_multiformis
GCF_018128125.1_Prevotella_histicola_6mer,Prevotella,histicola,Prevotella_histicola
GCF_018128285.1_Atopobium_sp__oral_taxon_416_6mer,Atopobium,sp,Atopobium_sp
GCF_018128305.1_Aggregatibacter_sp__oral_taxon_513_6mer,Aggregatibacter,sp,Aggregatibacter_sp
GCF_018128325.1_Arachnia_rubra_6mer,Arachnia,rubra,Arachnia_rubra
GCF_018128425.1_Citrobacter_sedlakii_6mer,Citrobacter,sedlakii,Citrobacter_sedlakii
GCF_018128945.1_Aristaeella_hokkaidonensis_6mer,Aristaeella,hokkaidonensis,Aristaeella_hokkaidonensis
GCF_018135625.1_Phenylobacterium_montanum_6mer,Phenylobacterium,montanum,Phenylobacterium_montanum
GCF_018137965.1_Luteolibacter_ambystomatis_6mer,Luteolibacter,ambystomatis,Luteolibacter_ambystomatis
GCF_018137985.1_Streptococcus_oriscaviae_6mer,Streptococcus,oriscaviae,Streptococcus_oriscaviae
GCF_018138125.1_Exiguobacterium_alkaliphilum_6mer,Exiguobacterium,alkaliphilum,Exiguobacterium_alkaliphilum
GCF_018139045.1_Klebsiella_pasteurii_6mer,Klebsiella,pasteurii,Klebsiella_pasteurii
GCF_018141025.1_Bacillus_nitratireducens_6mer,Bacillus,nitratireducens,Bacillus_nitratireducens
GCF_018141165.1_Alkaliphilus_sp__B6464_6mer,Alkaliphilus,sp,Alkaliphilus_sp
GCF_018141305.1_Borreliella_afzelii_6mer,Borreliella,afzelii,Borreliella_afzelii
GCF_018141425.1_Vallitalea_guaymasensis_6mer,Vallitalea,guaymasensis,Vallitalea_guaymasensis
GCF_018141445.1_Vallitalea_pronyensis_6mer,Vallitalea,pronyensis,Vallitalea_pronyensis
GCF_018141525.1_Miltoncostaea_marina_6mer,Miltoncostaea,marina,Miltoncostaea_marina
GCF_018141545.1_Miltoncostaea_oceani_6mer,Miltoncostaea,oceani,Miltoncostaea_oceani
GCF_018199995.1_Photobacterium_sp__GJ3_6mer,Photobacterium,sp,Photobacterium_sp
GCF_018200035.1_Sulfitobacter_albidus_6mer,Sulfitobacter,albidus,Sulfitobacter_albidus
GCF_018207515.1_Paenibacillus_tritici_6mer,Paenibacillus,tritici,Paenibacillus_tritici
GCF_018219155.1_Moritella_sp__24_6mer,Moritella,sp,Moritella_sp
GCF_018219225.1_Staphylococcus_delphini_6mer,Staphylococcus,delphini,Staphylococcus_delphini
GCF_018223345.1_Shewanella_yunxiaonensis_6mer,Shewanella,yunxiaonensis,Shewanella_yunxiaonensis
GCF_018243215.1_Ralstonia_syzygii_6mer,Ralstonia,syzygii,Ralstonia_syzygii
GCF_018243235.1_Ralstonia_nicotianae_6mer,Ralstonia,nicotianae,Ralstonia_nicotianae
GCF_018263855.1_Kutzneria_sp__CA-103260_6mer,Kutzneria,sp,Kutzneria_sp
GCF_018278905.1_Mycobacterium_spongiae_6mer,Mycobacterium,spongiae,Mycobacterium_spongiae
GCF_018279165.1_Falsirhodobacter_algicola_6mer,Falsirhodobacter,algicola,Falsirhodobacter_algicola
GCF_018279705.1_Tardiphaga_alba_6mer,Tardiphaga,alba,Tardiphaga_alba
GCF_018286635.1_Sphingobium_phenoxybenzoativorans_6mer,Sphingobium,phenoxybenzoativorans,Sphingobium_phenoxybenzoativorans
GCF_018289295.1_Bacteroides_eggerthii_6mer,Bacteroides,eggerthii,Bacteroides_eggerthii
GCF_018289315.1_Parabacteroides_merdae_6mer,Parabacteroides,merdae,Parabacteroides_merdae
GCF_018291945.1_Bacteroides_salyersiae_6mer,Bacteroides,salyersiae,Bacteroides_salyersiae
GCF_018304665.1_Chloracidobacterium_thermophilum_6mer,Chloracidobacterium,thermophilum,Chloracidobacterium_thermophilum
GCF_018304685.1_Chloracidobacterium_sp__D_6mer,Chloracidobacterium,sp,Chloracidobacterium_sp
GCF_018304825.1_Chloracidobacterium_validum_6mer,Chloracidobacterium,validum,Chloracidobacterium_validum
GCF_018310535.1_Streptomyces_mirabilis_6mer,Streptomyces,mirabilis,Streptomyces_mirabilis
GCF_018316655.1_Nocardiopsis_changdeensis_6mer,Nocardiopsis,changdeensis,Nocardiopsis_changdeensis
GCF_018316795.1_Nocardiopsis_akebiae_6mer,Nocardiopsis,akebiae,Nocardiopsis_akebiae
GCF_018324105.1_Acinetobacter_bouvetii_6mer,Acinetobacter,bouvetii,Acinetobacter_bouvetii
GCF_018324205.1_Actinoplanes_ianthinogenes_6mer,Actinoplanes,ianthinogenes,Actinoplanes_ianthinogenes
GCF_018324255.1_Polymorphospora_rubra_6mer,Polymorphospora,rubra,Polymorphospora_rubra
GCF_018324325.1_Pseudomonas_amygdali_pv__tabaci_6mer,Pseudomonas,amygdali,Pseudomonas_amygdali
GCF_018324385.1_Ferrigenium_kumadai_6mer,Ferrigenium,kumadai,Ferrigenium_kumadai
GCF_018324685.1_Actinocatenispora_sera_6mer,Actinocatenispora,sera,Actinocatenispora_sera
GCF_018326145.1_Mycolicibacterium_sp__TY66_6mer,Mycolicibacterium,sp,Mycolicibacterium_sp
GCF_018326245.1_Micromonospora_endophytica_6mer,Micromonospora,endophytica,Micromonospora_endophytica
GCF_018326265.1_Catellatospora_sp__IY07-71_6mer,Catellatospora,sp,Catellatospora_sp
GCF_018326305.1_Vescimonas_fastidiosa_6mer,Vescimonas,fastidiosa,Vescimonas_fastidiosa
GCF_018326325.1_Erwinia_rhapontici_6mer,Erwinia,rhapontici,Erwinia_rhapontici
GCF_018326425.1_Polycladomyces_abyssicola_6mer,Polycladomyces,abyssicola,Polycladomyces_abyssicola
GCF_018336615.1_Psychrobacter_pacificensis_6mer,Psychrobacter,pacificensis,Psychrobacter_pacificensis
GCF_018343775.1_Pseudomonas_cichorii_6mer,Pseudomonas,cichorii,Pseudomonas_cichorii
GCF_018343795.1_Phocoenobacter_atlanticus_subsp__cyclopteri_6mer,Phocoenobacter,atlanticus,Phocoenobacter_atlanticus
GCF_018343815.1_Chlamydia_crocodili_6mer,Chlamydia,crocodili,Chlamydia_crocodili
GCF_018363055.1_Lacticaseibacillus_zeae_6mer,Lacticaseibacillus,zeae,Lacticaseibacillus_zeae
GCF_018363075.1_Lacticaseibacillus_chiayiensis_6mer,Lacticaseibacillus,chiayiensis,Lacticaseibacillus_chiayiensis
GCF_018388425.1_Nocardioides_faecalis_6mer,Nocardioides,faecalis,Nocardioides_faecalis
GCF_018388445.1_Cellulomonas_wangleii_6mer,Cellulomonas,wangleii,Cellulomonas_wangleii
GCF_018388465.1_Cellulomonas_fengjieae_6mer,Cellulomonas,fengjieae,Cellulomonas_fengjieae
GCF_018388545.1_Pseudomonas_viridiflava_6mer,Pseudomonas,viridiflava,Pseudomonas_viridiflava
GCF_018389385.1_Anthocerotibacter_panamensis_C109_6mer,Anthocerotibacter,panamensis,Anthocerotibacter_panamensis
GCF_018389405.1_Xylanibacter_ruminicola_6mer,Xylanibacter,ruminicola,Xylanibacter_ruminicola
GCF_018394335.1_Shewanella_dokdonensis_6mer,Shewanella,dokdonensis,Shewanella_dokdonensis
GCF_018398475.1_Pseudomonas_qingdaonensis_6mer,Pseudomonas,qingdaonensis,Pseudomonas_qingdaonensis
GCF_018398915.1_Aminirod_propionatiphilus_6mer,Aminirod,propionatiphilus,Aminirod_propionatiphilus
GCF_018398935.1_Telmatocola_sphagniphila_6mer,Telmatocola,sphagniphila,Telmatocola_sphagniphila
GCF_018399035.1_Thiocapsa_sp__6mer,Thiocapsa,sp,Thiocapsa_sp
GCF_018399095.1_Leptospira_borgpetersenii_6mer,Leptospira,borgpetersenii,Leptospira_borgpetersenii
GCF_018406445.1_Nitrosospira_sp__NRS527_6mer,Nitrosospira,sp,Nitrosospira_sp
GCF_018406465.1_Longicatena_caecimuris_6mer,Longicatena,caecimuris,Longicatena_caecimuris
GCF_018406505.1_Veillonella_orientalis_6mer,Veillonella,orientalis,Veillonella_orientalis
GCF_018406605.1_Noviluteimonas_caseinilytica_6mer,Noviluteimonas,caseinilytica,Noviluteimonas_caseinilytica
GCF_018406645.1_Lysobacter_helvus_6mer,Lysobacter,helvus,Lysobacter_helvus
GCF_018408575.1_Vescimonas_coprocola_6mer,Vescimonas,coprocola,Vescimonas_coprocola
GCF_018408705.1_Pusillibacter_faecalis_6mer,Pusillibacter,faecalis,Pusillibacter_faecalis
GCF_018408855.1_Caballeronia_sp__NK8_6mer,Caballeronia,sp,Caballeronia_sp
GCF_018409545.1_Allochromatium_tepidum_6mer,Allochromatium,tepidum,Allochromatium_tepidum
GCF_018417475.1_Novosphingobium_decolorationis_6mer,Novosphingobium,decolorationis,Novosphingobium_decolorationis
GCF_018417595.1_Pseudomonas_entomophila_6mer,Pseudomonas,entomophila,Pseudomonas_entomophila
GCF_018436065.1_Pseudochrobactrum_algeriensis_6mer,Pseudochrobactrum,algeriensis,Pseudochrobactrum_algeriensis
GCF_018437505.1_Spiractinospora_alimapuensis_6mer,Spiractinospora,alimapuensis,Spiractinospora_alimapuensis
GCF_018459925.1_Nocardioides_aquaticus_6mer,Nocardioides,aquaticus,Nocardioides_aquaticus
GCF_018502625.1_Pseudomonas_hormoni_6mer,Pseudomonas,hormoni,Pseudomonas_hormoni
GCF_018516745.1_Pseudomonas_congelans_6mer,Pseudomonas,congelans,Pseudomonas_congelans
GCF_018582665.1_Cytobacillus_gottheilii_6mer,Cytobacillus,gottheilii,Cytobacillus_gottheilii
GCF_018595675.2_Flavihumibacter_fluvii_6mer,Flavihumibacter,fluvii,Flavihumibacter_fluvii
GCF_018595685.2_Flavihumibacter_rivuli_6mer,Flavihumibacter,rivuli,Flavihumibacter_rivuli
GCF_018604145.1_Paenibacillus_agaridevorans_6mer,Paenibacillus,agaridevorans,Paenibacillus_agaridevorans
GCF_018604545.1_Streptomyces_koelreuteriae_6mer,Streptomyces,koelreuteriae,Streptomyces_koelreuteriae
GCF_018619375.2_Streptococcus_parasanguinis_6mer,Streptococcus,parasanguinis,Streptococcus_parasanguinis
GCF_018619455.2_Streptococcus_vestibularis_6mer,Streptococcus,vestibularis,Streptococcus_vestibularis
GCF_018622995.1_Arthrobacter_jiangjiafuii_6mer,Arthrobacter,jiangjiafuii,Arthrobacter_jiangjiafuii
GCF_018623035.1_Cellulomonas_dongxiuzhuiae_6mer,Cellulomonas,dongxiuzhuiae,Cellulomonas_dongxiuzhuiae
GCF_018638795.1_Enterobacter_mori_6mer,Enterobacter,mori,Enterobacter_mori
GCF_018687595.1_Polynucleobacter_paludilacus_6mer,Polynucleobacter,paludilacus,Polynucleobacter_paludilacus
GCF_018688255.1_Polynucleobacter_corsicus_6mer,Polynucleobacter,corsicus,Polynucleobacter_corsicus
GCF_018689955.1_Wolbachia_endosymbiont_of_Drosophila_simulans_6mer,Wolbachia,endosymbiont,Wolbachia_endosymbiont
GCF_018734325.1_Methylomonas_paludis_6mer,Methylomonas,paludis,Methylomonas_paludis
GCF_018736045.1_Flammeovirga_yaeyamensis_6mer,Flammeovirga,yaeyamensis,Flammeovirga_yaeyamensis
GCF_018736065.1_Flammeovirga_kamogawensis_6mer,Flammeovirga,kamogawensis,Flammeovirga_kamogawensis
GCF_018736085.1_Bradyrhizobium_sediminis_6mer,Bradyrhizobium,sediminis,Bradyrhizobium_sediminis
GCF_018771565.1_Thermoflexus_hugenholtzii_6mer,Thermoflexus,hugenholtzii,Thermoflexus_hugenholtzii
GCF_018771625.1_Hydrogenobacter_thermophilus_6mer,Hydrogenobacter,thermophilus,Hydrogenobacter_thermophilus
GCF_018771645.1_Thermus_antranikianii_6mer,Thermus,antranikianii,Thermus_antranikianii
GCF_018798825.1_Ochrobactrum_sp__BTU1_6mer,Ochrobactrum,sp,Ochrobactrum_sp
GCF_018798885.1_Gemmobacter_fulvus_6mer,Gemmobacter,fulvus,Gemmobacter_fulvus
GCF_018802605.1_Paludibacterium_paludis_6mer,Paludibacterium,paludis,Paludibacterium_paludis
GCF_018802645.1_Paludibacterium_yongneupense_6mer,Paludibacterium,yongneupense,Paludibacterium_yongneupense
GCF_018802765.1_Paludibacterium_sp__B53371_6mer,Paludibacterium,sp,Paludibacterium_sp
GCF_018853465.2_Acidithiobacillus_montserratensis_6mer,Acidithiobacillus,montserratensis,Acidithiobacillus_montserratensis
GCF_018854495.2_Acidithiobacillus_ferruginosus_6mer,Acidithiobacillus,ferruginosus,Acidithiobacillus_ferruginosus
GCF_018866205.1_Candidatus_Minimicrobia_vallesae_6mer,Candidatus,Minimicrobia,Candidatus_Minimicrobia
GCF_018866245.1_Novisyntrophococcus_fermenticellae_6mer,Novisyntrophococcus,fermenticellae,Novisyntrophococcus_fermenticellae
GCF_018866305.1_Arthrobacter_sunyaminii_6mer,Arthrobacter,sunyaminii,Arthrobacter_sunyaminii
GCF_018885265.1_Amycolatopsis_aidingensis_6mer,Amycolatopsis,aidingensis,Amycolatopsis_aidingensis
GCF_018885305.1_Curtobacterium_aetherium_6mer,Curtobacterium,aetherium,Curtobacterium_aetherium
GCF_018889955.1_Collinsella_sp__zg1085_6mer,Collinsella,sp,Collinsella_sp
GCF_018889995.1_Subtercola_sp__PAMC28395_6mer,Subtercola,sp,Subtercola_sp
GCF_018905915.1_Azospira_inquinata_6mer,Azospira,inquinata,Azospira_inquinata
GCF_018966525.1_Paenibacillus_sophorae_6mer,Paenibacillus,sophorae,Paenibacillus_sophorae
GCF_018968665.1_Pasteurella_sp__XG20_6mer,Pasteurella,sp,Pasteurella_sp
GCF_018968685.1_Campylobacter_novaezeelandiae_6mer,Campylobacter,novaezeelandiae,Campylobacter_novaezeelandiae
GCF_018968705.1_Pseudomonas_lijiangensis_6mer,Pseudomonas,lijiangensis,Pseudomonas_lijiangensis
GCF_018972105.1_Francisella_salimarina_6mer,Francisella,salimarina,Francisella_salimarina
GCF_018972145.1_Ruegeria_pomeroyi_6mer,Ruegeria,pomeroyi,Ruegeria_pomeroyi
GCF_018972185.1_Stutzerimonas_zhaodongensis_6mer,Stutzerimonas,zhaodongensis,Stutzerimonas_zhaodongensis
GCF_018982885.2_Glacieibacterium_megasporae_6mer,Glacieibacterium,megasporae,Glacieibacterium_megasporae
GCF_018986875.1_Streptococcus_parasuis_6mer,Streptococcus,parasuis,Streptococcus_parasuis
GCF_018986915.1_Geomonas_oryzisoli_6mer,Geomonas,oryzisoli,Geomonas_oryzisoli
GCF_018986935.1_Geomonas_diazotrophica_6mer,Geomonas,diazotrophica,Geomonas_diazotrophica
GCF_019021925.1_Cellulophaga_sp__HaHaR_3_176_6mer,Cellulophaga,sp,Cellulophaga_sp
GCF_019039255.1_Nocardioides_panacis_6mer,Nocardioides,panacis,Nocardioides_panacis
GCF_019047805.1_Corynebacterium_freneyi_6mer,Corynebacterium,freneyi,Corynebacterium_freneyi
GCF_019048165.1_Corynebacterium_coyleae_6mer,Corynebacterium,coyleae,Corynebacterium_coyleae
GCF_019048865.1_Aquihabitans_sp__G128_6mer,Aquihabitans,sp,Aquihabitans_sp
GCF_019056395.1_Terribacillus_sp__DMT04_6mer,Terribacillus,sp,Terribacillus_sp
GCF_019056495.1_Chlamydia_buteonis_6mer,Chlamydia,buteonis,Chlamydia_buteonis
GCF_019056515.1_Microbacterium_paraoxydans_6mer,Microbacterium,paraoxydans,Microbacterium_paraoxydans
GCF_019056575.1_Richelia_sinica_FACHB-800_6mer,Richelia,sinica,Richelia_sinica
GCF_019063845.1_Geomonas_subterranea_6mer,Geomonas,subterranea,Geomonas_subterranea
GCF_019090985.1_Photorhabdus_akhurstii_6mer,Photorhabdus,akhurstii,Photorhabdus_akhurstii
GCF_019112525.1_Modestobacter_sp__L9-4_6mer,Modestobacter,sp,Modestobacter_sp
GCF_019134555.1_Rhodospirillum_rubrum_6mer,Rhodospirillum,rubrum,Rhodospirillum_rubrum
GCF_019134595.1_Pseudoalteromonas_shioyasakiensis_6mer,Pseudoalteromonas,shioyasakiensis,Pseudoalteromonas_shioyasakiensis
GCF_019139535.1_Pseudomonas_muyukensis_6mer,Pseudomonas,muyukensis,Pseudomonas_muyukensis
GCF_019139675.1_Pseudomonas_maumuensis_6mer,Pseudomonas,maumuensis,Pseudomonas_maumuensis
GCF_019139795.1_Pseudomonas_azerbaijanorientalis_6mer,Pseudomonas,azerbaijanorientalis,Pseudomonas_azerbaijanorientalis
GCF_019139815.1_Pseudomonas_asgharzadehiana_6mer,Pseudomonas,asgharzadehiana,Pseudomonas_asgharzadehiana
GCF_019139835.1_Pseudomonas_xanthosomatis_6mer,Pseudomonas,xanthosomatis,Pseudomonas_xanthosomatis
GCF_019139895.1_Pseudomonas_fakonensis_6mer,Pseudomonas,fakonensis,Pseudomonas_fakonensis
GCF_019141525.1_Pseudomonas_alvandae_6mer,Pseudomonas,alvandae,Pseudomonas_alvandae
GCF_019175365.1_Actinomadura_graeca_6mer,Actinomadura,graeca,Actinomadura_graeca
GCF_019175485.1_Enterococcus_raffinosus_6mer,Enterococcus,raffinosus,Enterococcus_raffinosus
GCF_019186805.1_Comamonas_fluminis_6mer,Comamonas,fluminis,Comamonas_fluminis
GCF_019203185.1_Crassaminicella_indica_6mer,Crassaminicella,indica,Crassaminicella_indica
GCF_019203965.1_Elioraea_tepida_6mer,Elioraea,tepida,Elioraea_tepida
GCF_019222765.1_Nocardia_iowensis_6mer,Nocardia,iowensis,Nocardia_iowensis
GCF_019226825.1_Vibrio_ostreae_6mer,Vibrio,ostreae,Vibrio_ostreae
GCF_019249655.2_Segatella_copri_6mer,Segatella,copri,Segatella_copri
GCF_019249725.2_Segatella_hominis_6mer,Segatella,hominis,Segatella_hominis
GCF_019263705.2_Pseudonocardia_abyssalis_6mer,Pseudonocardia,abyssalis,Pseudonocardia_abyssalis
GCF_019272935.1_Saccharococcus_caldoxylosilyticus_6mer,Saccharococcus,caldoxylosilyticus,Saccharococcus_caldoxylosilyticus
GCF_019278465.1_Tenacibaculum_sp__AHE14PA_6mer,Tenacibaculum,sp,Tenacibaculum_sp
GCF_019285535.1_Methylococcus_capsulatus_6mer,Methylococcus,capsulatus,Methylococcus_capsulatus
GCF_019285595.1_Rickettsiella_endosymbiont_of_Dermanyssus_gallinae_6mer,Rickettsiella,endosymbiont,Rickettsiella_endosymbiont
GCF_019285655.1_Pseudomonas_tolaasii_6mer,Pseudomonas,tolaasii,Pseudomonas_tolaasii
GCF_019285735.1_Paeniglutamicibacter_sp__Y32M11_6mer,Paeniglutamicibacter,sp,Paeniglutamicibacter_sp
GCF_019285775.1_Skermania_pinensis_6mer,Skermania,pinensis,Skermania_pinensis
GCF_019297835.1_Sphingomonas_sanguinis_6mer,Sphingomonas,sanguinis,Sphingomonas_sanguinis
GCF_019297855.1_Gymnodinialimonas_ceratoperidinii_6mer,Gymnodinialimonas,ceratoperidinii,Gymnodinialimonas_ceratoperidinii
GCF_019316745.1_Zymomonas_mobilis_6mer,Zymomonas,mobilis,Zymomonas_mobilis
GCF_019316905.1_Tessaracoccus_palaemonis_6mer,Tessaracoccus,palaemonis,Tessaracoccus_palaemonis
GCF_019334125.1_Rhodococcus_globerulus_6mer,Rhodococcus,globerulus,Rhodococcus_globerulus
GCF_019334785.1_Streptococcus_rubneri_6mer,Streptococcus,rubneri,Streptococcus_rubneri
GCF_019343455.1_Alcaligenes_ammonioxydans_6mer,Alcaligenes,ammonioxydans,Alcaligenes_ammonioxydans
GCF_019355395.1_Chordicoccus_furentiruminis_6mer,Chordicoccus,furentiruminis,Chordicoccus_furentiruminis
GCF_019357415.1_Gramella_sp__MT6_6mer,Gramella,sp,Gramella_sp
GCF_019357475.1_Nosocomiicoccus_ampullae_6mer,Nosocomiicoccus,ampullae,Nosocomiicoccus_ampullae
GCF_019378935.1_Streptomyces_anulatus_6mer,Streptomyces,anulatus,Streptomyces_anulatus
GCF_019380255.1_Schaalia_turicensis_6mer,Schaalia,turicensis,Schaalia_turicensis
GCF_019395145.1_Brevundimonas_nasdae_6mer,Brevundimonas,nasdae,Brevundimonas_nasdae
GCF_019396865.1_Paulownia_witches_-broom_phytoplasma_6mer,Paulownia,witches,Paulownia_witches
GCF_019397265.1_Nonomuraea_coxensis_DSM_45129_6mer,Nonomuraea,coxensis,Nonomuraea_coxensis
GCF_019428685.1_Paraburkholderia_edwinii_6mer,Paraburkholderia,edwinii,Paraburkholderia_edwinii
GCF_019443285.1_Aquisediminimonas_profunda_6mer,Aquisediminimonas,profunda,Aquisediminimonas_profunda
GCF_019443745.1_Iamia_sp__SCSIO_61187_6mer,Iamia,sp,Iamia_sp
GCF_019443765.1_Algoriphagus_sp__NBT04N3_6mer,Algoriphagus,sp,Algoriphagus_sp
GCF_019443945.1_Corynebacterium_aquatimens_6mer,Corynebacterium,aquatimens,Corynebacterium_aquatimens
GCF_019448235.1_Nocardioides_panacisoli_6mer,Nocardioides,panacisoli,Nocardioides_panacisoli
GCF_019456655.1_Mycolicibacterium_diernhoferi_6mer,Mycolicibacterium,diernhoferi,Mycolicibacterium_diernhoferi
GCF_019456675.1_Mycolicibacterium_pallens_6mer,Mycolicibacterium,pallens,Mycolicibacterium_pallens
GCF_019457475.1_Shewanella_acanthi_6mer,Shewanella,acanthi,Shewanella_acanthi
GCF_019457495.1_Shewanella_aegiceratis_6mer,Shewanella,aegiceratis,Shewanella_aegiceratis
GCF_019457515.1_Shewanella_mesophila_6mer,Shewanella,mesophila,Shewanella_mesophila
