cluster_id,genome_id,cluster_size
GCF_017579825.1_NZ_CP049819.1_3274,GCF_017579825.1,19
GCF_017579825.1_NZ_CP049819.1_3288,GCF_017579825.1,40
GCF_017579825.1_NZ_CP049819.1_3313,GCF_017579825.1,38
GCF_017579825.1_NZ_CP049819.1_3318,GCF_017579825.1,184
GCF_017579825.1_NZ_CP049819.1_357,GCF_017579825.1,193
GCF_017579825.1_NZ_CP049819.1_382,GCF_017579825.1,10
GCF_017579825.1_NZ_CP049819.1_420,GCF_017579825.1,62
GCF_017579825.1_NZ_CP049819.1_428,GCF_017579825.1,43
GCF_017579825.1_NZ_CP049819.1_445,GCF_017579825.1,11
GCF_017579825.1_NZ_CP049819.1_450,GCF_017579825.1,18
GCF_017579825.1_NZ_CP049819.1_66,GCF_017579825.1,27
GCF_017579825.1_NZ_CP049819.1_682,GCF_017579825.1,77
GCF_017579825.1_NZ_CP049819.1_712,GCF_017579825.1,12
GCF_017579825.1_NZ_CP049819.1_819,GCF_017579825.1,23
GCF_017579825.1_NZ_CP049819.1_82,GCF_017579825.1,18
GCF_017579825.1_NZ_CP049819.1_850,GCF_017579825.1,71
GCF_017579825.1_NZ_CP049819.1_88,GCF_017579825.1,35
GCF_017579825.1_NZ_CP049819.1_90,GCF_017579825.1,274
GCF_017579825.1_NZ_CP049819.1_925,GCF_017579825.1,40
GCF_017579825.1_NZ_CP049819.1_936,GCF_017579825.1,14
GCF_017584165.1_NZ_CP049206.1_1025,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_1106,GCF_017584165.1,12
GCF_017584165.1_NZ_CP049206.1_1135,GCF_017584165.1,52
GCF_017584165.1_NZ_CP049206.1_1204,GCF_017584165.1,125
GCF_017584165.1_NZ_CP049206.1_1209,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_1212,GCF_017584165.1,14
GCF_017584165.1_NZ_CP049206.1_1470,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_1673,GCF_017584165.1,17
GCF_017584165.1_NZ_CP049206.1_1773,GCF_017584165.1,26
GCF_017584165.1_NZ_CP049206.1_1793,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_1861,GCF_017584165.1,144
GCF_017584165.1_NZ_CP049206.1_1980,GCF_017584165.1,22
GCF_017584165.1_NZ_CP049206.1_2003,GCF_017584165.1,28
GCF_017584165.1_NZ_CP049206.1_2054,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_2095,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_2221,GCF_017584165.1,33
GCF_017584165.1_NZ_CP049206.1_2331,GCF_017584165.1,29
GCF_017584165.1_NZ_CP049206.1_2354,GCF_017584165.1,25
GCF_017584165.1_NZ_CP049206.1_2401,GCF_017584165.1,91
GCF_017584165.1_NZ_CP049206.1_2457,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_2483,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_2532,GCF_017584165.1,14
GCF_017584165.1_NZ_CP049206.1_2678,GCF_017584165.1,20
GCF_017584165.1_NZ_CP049206.1_2684,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_340,GCF_017584165.1,17
GCF_017584165.1_NZ_CP049206.1_351,GCF_017584165.1,12
GCF_017584165.1_NZ_CP049206.1_360,GCF_017584165.1,93
GCF_017584165.1_NZ_CP049206.1_619,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049206.1_753,GCF_017584165.1,184
GCF_017584165.1_NZ_CP049206.1_785,GCF_017584165.1,18
GCF_017584165.1_NZ_CP049206.1_819,GCF_017584165.1,16
GCF_017584165.1_NZ_CP049206.1_838,GCF_017584165.1,88
GCF_017584165.1_NZ_CP049206.1_844,GCF_017584165.1,45
GCF_017584165.1_NZ_CP049206.1_861,GCF_017584165.1,23
GCF_017584165.1_NZ_CP049206.1_882,GCF_017584165.1,21
GCF_017584165.1_NZ_CP049206.1_900,GCF_017584165.1,36
GCF_017584165.1_NZ_CP049206.1_929,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049207.1_1071,GCF_017584165.1,74
GCF_017584165.1_NZ_CP049207.1_1086,GCF_017584165.1,103
GCF_017584165.1_NZ_CP049207.1_111,GCF_017584165.1,11
GCF_017584165.1_NZ_CP049207.1_1147,GCF_017584165.1,16
GCF_017584165.1_NZ_CP049207.1_136,GCF_017584165.1,26
GCF_017584165.1_NZ_CP049207.1_1498,GCF_017584165.1,32
GCF_017584165.1_NZ_CP049207.1_1508,GCF_017584165.1,17
GCF_017584165.1_NZ_CP049207.1_244,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049207.1_275,GCF_017584165.1,16
GCF_017584165.1_NZ_CP049207.1_34,GCF_017584165.1,25
GCF_017584165.1_NZ_CP049207.1_52,GCF_017584165.1,47
GCF_017584165.1_NZ_CP049207.1_799,GCF_017584165.1,19
GCF_017584165.1_NZ_CP049207.1_924,GCF_017584165.1,10
GCF_017584165.1_NZ_CP049208.1_119,GCF_017584165.1,27
GCF_017584165.1_NZ_CP049208.1_123,GCF_017584165.1,35
GCF_017584165.1_NZ_CP049208.1_137,GCF_017584165.1,11
GCF_017584165.1_NZ_CP049208.1_148,GCF_017584165.1,13
GCF_017584165.1_NZ_CP049208.1_158,GCF_017584165.1,15
GCF_017584165.1_NZ_CP049208.1_159,GCF_017584165.1,61
GCF_017584165.1_NZ_CP049208.1_43,GCF_017584165.1,13
GCF_017584165.1_NZ_CP049209.1_50,GCF_017584165.1,89
GCF_017584165.1_NZ_CP049210.1_10,GCF_017584165.1,10
GCF_017584165.1_NZ_CP049211.1_70,GCF_017584165.1,27
GCF_017607425.1_NZ_CP059319.1_1021,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_1031,GCF_017607425.1,86
GCF_017607425.1_NZ_CP059319.1_1243,GCF_017607425.1,79
GCF_017607425.1_NZ_CP059319.1_1360,GCF_017607425.1,10
GCF_017607425.1_NZ_CP059319.1_1411,GCF_017607425.1,15
GCF_017607425.1_NZ_CP059319.1_1433,GCF_017607425.1,17
GCF_017607425.1_NZ_CP059319.1_1435,GCF_017607425.1,20
GCF_017607425.1_NZ_CP059319.1_1471,GCF_017607425.1,18
GCF_017607425.1_NZ_CP059319.1_1558,GCF_017607425.1,39
GCF_017607425.1_NZ_CP059319.1_1793,GCF_017607425.1,19
GCF_017607425.1_NZ_CP059319.1_1830,GCF_017607425.1,12
GCF_017607425.1_NZ_CP059319.1_1874,GCF_017607425.1,13
GCF_017607425.1_NZ_CP059319.1_1907,GCF_017607425.1,87
GCF_017607425.1_NZ_CP059319.1_1978,GCF_017607425.1,18
GCF_017607425.1_NZ_CP059319.1_1980,GCF_017607425.1,15
GCF_017607425.1_NZ_CP059319.1_2036,GCF_017607425.1,33
GCF_017607425.1_NZ_CP059319.1_2044,GCF_017607425.1,91
GCF_017607425.1_NZ_CP059319.1_2215,GCF_017607425.1,10
GCF_017607425.1_NZ_CP059319.1_2248,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_2309,GCF_017607425.1,19
GCF_017607425.1_NZ_CP059319.1_2341,GCF_017607425.1,36
GCF_017607425.1_NZ_CP059319.1_2403,GCF_017607425.1,36
GCF_017607425.1_NZ_CP059319.1_242,GCF_017607425.1,17
GCF_017607425.1_NZ_CP059319.1_2436,GCF_017607425.1,127
GCF_017607425.1_NZ_CP059319.1_2448,GCF_017607425.1,21
GCF_017607425.1_NZ_CP059319.1_2589,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_2660,GCF_017607425.1,20
GCF_017607425.1_NZ_CP059319.1_2689,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_2834,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_3135,GCF_017607425.1,16
GCF_017607425.1_NZ_CP059319.1_316,GCF_017607425.1,100
GCF_017607425.1_NZ_CP059319.1_3212,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_3242,GCF_017607425.1,13
GCF_017607425.1_NZ_CP059319.1_3391,GCF_017607425.1,15
GCF_017607425.1_NZ_CP059319.1_341,GCF_017607425.1,15
GCF_017607425.1_NZ_CP059319.1_3415,GCF_017607425.1,16
GCF_017607425.1_NZ_CP059319.1_3493,GCF_017607425.1,24
GCF_017607425.1_NZ_CP059319.1_358,GCF_017607425.1,26
GCF_017607425.1_NZ_CP059319.1_3667,GCF_017607425.1,54
GCF_017607425.1_NZ_CP059319.1_3761,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_380,GCF_017607425.1,94
GCF_017607425.1_NZ_CP059319.1_3807,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_3840,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_3906,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_3908,GCF_017607425.1,20
GCF_017607425.1_NZ_CP059319.1_396,GCF_017607425.1,336
GCF_017607425.1_NZ_CP059319.1_4021,GCF_017607425.1,19
GCF_017607425.1_NZ_CP059319.1_4132,GCF_017607425.1,39
GCF_017607425.1_NZ_CP059319.1_417,GCF_017607425.1,17
GCF_017607425.1_NZ_CP059319.1_4289,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059319.1_4446,GCF_017607425.1,41
GCF_017607425.1_NZ_CP059319.1_4460,GCF_017607425.1,14
GCF_017607425.1_NZ_CP059319.1_4486,GCF_017607425.1,20
GCF_017607425.1_NZ_CP059319.1_4601,GCF_017607425.1,17
GCF_017607425.1_NZ_CP059319.1_4737,GCF_017607425.1,30
GCF_017607425.1_NZ_CP059319.1_4738,GCF_017607425.1,34
GCF_017607425.1_NZ_CP059319.1_4825,GCF_017607425.1,95
GCF_017607425.1_NZ_CP059319.1_5058,GCF_017607425.1,26
GCF_017607425.1_NZ_CP059319.1_706,GCF_017607425.1,12
GCF_017607425.1_NZ_CP059319.1_83,GCF_017607425.1,44
GCF_017607425.1_NZ_CP059319.1_875,GCF_017607425.1,62
GCF_017607425.1_NZ_CP059319.1_953,GCF_017607425.1,13
GCF_017607425.1_NZ_CP059320.1_103,GCF_017607425.1,24
GCF_017607425.1_NZ_CP059320.1_104,GCF_017607425.1,30
GCF_017607425.1_NZ_CP059320.1_193,GCF_017607425.1,36
GCF_017607425.1_NZ_CP059320.1_198,GCF_017607425.1,18
GCF_017607425.1_NZ_CP059320.1_33,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059321.1_3,GCF_017607425.1,17
GCF_017607425.1_NZ_CP059321.1_44,GCF_017607425.1,21
GCF_017607425.1_NZ_CP059321.1_54,GCF_017607425.1,28
GCF_017607425.1_NZ_CP059321.1_80,GCF_017607425.1,11
GCF_017607425.1_NZ_CP059321.1_88,GCF_017607425.1,11
GCF_017638445.1_NZ_CP072111.1_1010,GCF_017638445.1,11
GCF_017638445.1_NZ_CP072111.1_109,GCF_017638445.1,18
GCF_017638445.1_NZ_CP072111.1_110,GCF_017638445.1,10
GCF_017638445.1_NZ_CP072111.1_1122,GCF_017638445.1,57
GCF_017638445.1_NZ_CP072111.1_1702,GCF_017638445.1,36
GCF_017638445.1_NZ_CP072111.1_1703,GCF_017638445.1,96
GCF_017638445.1_NZ_CP072111.1_1892,GCF_017638445.1,91
GCF_017638445.1_NZ_CP072111.1_1901,GCF_017638445.1,15
GCF_017638445.1_NZ_CP072111.1_2016,GCF_017638445.1,85
GCF_017638445.1_NZ_CP072111.1_2076,GCF_017638445.1,11
GCF_017638445.1_NZ_CP072111.1_2183,GCF_017638445.1,12
GCF_017638445.1_NZ_CP072111.1_2204,GCF_017638445.1,51
GCF_017638445.1_NZ_CP072111.1_2207,GCF_017638445.1,234
GCF_017638445.1_NZ_CP072111.1_2281,GCF_017638445.1,15
GCF_017638445.1_NZ_CP072111.1_2293,GCF_017638445.1,10
GCF_017638445.1_NZ_CP072111.1_2319,GCF_017638445.1,52
GCF_017638445.1_NZ_CP072111.1_2365,GCF_017638445.1,78
GCF_017638445.1_NZ_CP072111.1_239,GCF_017638445.1,11
GCF_017638445.1_NZ_CP072111.1_2454,GCF_017638445.1,95
GCF_017638445.1_NZ_CP072111.1_2476,GCF_017638445.1,49
GCF_017638445.1_NZ_CP072111.1_2478,GCF_017638445.1,32
GCF_017638445.1_NZ_CP072111.1_32,GCF_017638445.1,18
GCF_017638445.1_NZ_CP072111.1_340,GCF_017638445.1,10
GCF_017638445.1_NZ_CP072111.1_342,GCF_017638445.1,27
GCF_017638445.1_NZ_CP072111.1_502,GCF_017638445.1,45
GCF_017638445.1_NZ_CP072111.1_560,GCF_017638445.1,13
GCF_017638445.1_NZ_CP072111.1_60,GCF_017638445.1,21
GCF_017638445.1_NZ_CP072111.1_64,GCF_017638445.1,10
GCF_017638445.1_NZ_CP072111.1_71,GCF_017638445.1,10
GCF_017638445.1_NZ_CP072111.1_839,GCF_017638445.1,20
GCF_017638445.1_NZ_CP072111.1_909,GCF_017638445.1,23
GCF_017638445.1_NZ_CP072111.1_95,GCF_017638445.1,15
GCF_017638545.1_NZ_CP072110.1_1017,GCF_017638545.1,64
GCF_017638545.1_NZ_CP072110.1_1035,GCF_017638545.1,734
GCF_017638545.1_NZ_CP072110.1_1052,GCF_017638545.1,12
GCF_017638545.1_NZ_CP072110.1_1058,GCF_017638545.1,37
GCF_017638545.1_NZ_CP072110.1_1162,GCF_017638545.1,74
GCF_017638545.1_NZ_CP072110.1_1184,GCF_017638545.1,17
GCF_017638545.1_NZ_CP072110.1_1212,GCF_017638545.1,69
GCF_017638545.1_NZ_CP072110.1_1218,GCF_017638545.1,17
GCF_017638545.1_NZ_CP072110.1_1246,GCF_017638545.1,38
GCF_017638545.1_NZ_CP072110.1_1372,GCF_017638545.1,21
GCF_017638545.1_NZ_CP072110.1_1409,GCF_017638545.1,119
GCF_017638545.1_NZ_CP072110.1_1437,GCF_017638545.1,15
GCF_017638545.1_NZ_CP072110.1_1530,GCF_017638545.1,41
GCF_017638545.1_NZ_CP072110.1_1610,GCF_017638545.1,17
GCF_017638545.1_NZ_CP072110.1_162,GCF_017638545.1,92
GCF_017638545.1_NZ_CP072110.1_1639,GCF_017638545.1,24
GCF_017638545.1_NZ_CP072110.1_1762,GCF_017638545.1,32
GCF_017638545.1_NZ_CP072110.1_1780,GCF_017638545.1,63
GCF_017638545.1_NZ_CP072110.1_1954,GCF_017638545.1,33
GCF_017638545.1_NZ_CP072110.1_1999,GCF_017638545.1,65
GCF_017638545.1_NZ_CP072110.1_2114,GCF_017638545.1,90
GCF_017638545.1_NZ_CP072110.1_2186,GCF_017638545.1,185
GCF_017638545.1_NZ_CP072110.1_2187,GCF_017638545.1,17
GCF_017638545.1_NZ_CP072110.1_2381,GCF_017638545.1,24
GCF_017638545.1_NZ_CP072110.1_2604,GCF_017638545.1,23
GCF_017638545.1_NZ_CP072110.1_31,GCF_017638545.1,370
GCF_017638545.1_NZ_CP072110.1_33,GCF_017638545.1,47
GCF_017638545.1_NZ_CP072110.1_331,GCF_017638545.1,269
GCF_017638545.1_NZ_CP072110.1_376,GCF_017638545.1,38
GCF_017638545.1_NZ_CP072110.1_381,GCF_017638545.1,21
GCF_017638545.1_NZ_CP072110.1_394,GCF_017638545.1,23
GCF_017638545.1_NZ_CP072110.1_545,GCF_017638545.1,1642
GCF_017638545.1_NZ_CP072110.1_811,GCF_017638545.1,30
GCF_017638545.1_NZ_CP072110.1_960,GCF_017638545.1,58
GCF_017638545.1_NZ_CP072110.1_986,GCF_017638545.1,59
GCF_017638925.1_NZ_CP072133.1_1186,GCF_017638925.1,30
GCF_017638925.1_NZ_CP072133.1_120,GCF_017638925.1,10
GCF_017638925.1_NZ_CP072133.1_1203,GCF_017638925.1,94
GCF_017638925.1_NZ_CP072133.1_1224,GCF_017638925.1,14
GCF_017638925.1_NZ_CP072133.1_1232,GCF_017638925.1,26
GCF_017638925.1_NZ_CP072133.1_1262,GCF_017638925.1,62
GCF_017638925.1_NZ_CP072133.1_1272,GCF_017638925.1,46
GCF_017638925.1_NZ_CP072133.1_1291,GCF_017638925.1,12
GCF_017638925.1_NZ_CP072133.1_1296,GCF_017638925.1,25
GCF_017638925.1_NZ_CP072133.1_1423,GCF_017638925.1,29
GCF_017638925.1_NZ_CP072133.1_1475,GCF_017638925.1,12
GCF_017638925.1_NZ_CP072133.1_1544,GCF_017638925.1,31
GCF_017638925.1_NZ_CP072133.1_1609,GCF_017638925.1,30
GCF_017638925.1_NZ_CP072133.1_163,GCF_017638925.1,10
GCF_017638925.1_NZ_CP072133.1_1724,GCF_017638925.1,28
GCF_017638925.1_NZ_CP072133.1_1758,GCF_017638925.1,29
GCF_017638925.1_NZ_CP072133.1_1855,GCF_017638925.1,25
GCF_017638925.1_NZ_CP072133.1_1877,GCF_017638925.1,28
GCF_017638925.1_NZ_CP072133.1_1893,GCF_017638925.1,22
GCF_017638925.1_NZ_CP072133.1_1921,GCF_017638925.1,34
GCF_017638925.1_NZ_CP072133.1_1977,GCF_017638925.1,105
GCF_017638925.1_NZ_CP072133.1_2087,GCF_017638925.1,11
GCF_017638925.1_NZ_CP072133.1_226,GCF_017638925.1,13
GCF_017638925.1_NZ_CP072133.1_2267,GCF_017638925.1,31
GCF_017638925.1_NZ_CP072133.1_2394,GCF_017638925.1,10
GCF_017638925.1_NZ_CP072133.1_2415,GCF_017638925.1,26
GCF_017638925.1_NZ_CP072133.1_255,GCF_017638925.1,34
GCF_017638925.1_NZ_CP072133.1_2733,GCF_017638925.1,729
GCF_017638925.1_NZ_CP072133.1_2796,GCF_017638925.1,30
GCF_017638925.1_NZ_CP072133.1_2900,GCF_017638925.1,23
GCF_017638925.1_NZ_CP072133.1_2917,GCF_017638925.1,1307
GCF_017638925.1_NZ_CP072133.1_3050,GCF_017638925.1,26
GCF_017638925.1_NZ_CP072133.1_3054,GCF_017638925.1,26
GCF_017638925.1_NZ_CP072133.1_3130,GCF_017638925.1,28
GCF_017638925.1_NZ_CP072133.1_3265,GCF_017638925.1,14
GCF_017638925.1_NZ_CP072133.1_3333,GCF_017638925.1,11
GCF_017638925.1_NZ_CP072133.1_3348,GCF_017638925.1,67
GCF_017638925.1_NZ_CP072133.1_3371,GCF_017638925.1,31
GCF_017638925.1_NZ_CP072133.1_3372,GCF_017638925.1,34
GCF_017638925.1_NZ_CP072133.1_3455,GCF_017638925.1,18
GCF_017638925.1_NZ_CP072133.1_3499,GCF_017638925.1,24
GCF_017638925.1_NZ_CP072133.1_3603,GCF_017638925.1,30
GCF_017638925.1_NZ_CP072133.1_3614,GCF_017638925.1,28
GCF_017638925.1_NZ_CP072133.1_3658,GCF_017638925.1,19
GCF_017638925.1_NZ_CP072133.1_52,GCF_017638925.1,23
GCF_017638925.1_NZ_CP072133.1_653,GCF_017638925.1,48
GCF_017638925.1_NZ_CP072133.1_668,GCF_017638925.1,34
GCF_017638925.1_NZ_CP072133.1_672,GCF_017638925.1,29
GCF_017638925.1_NZ_CP072133.1_740,GCF_017638925.1,27
GCF_017638925.1_NZ_CP072133.1_787,GCF_017638925.1,19
GCF_017638925.1_NZ_CP072133.1_834,GCF_017638925.1,27
GCF_017638925.1_NZ_CP072133.1_850,GCF_017638925.1,98
GCF_017638925.1_NZ_CP072133.1_906,GCF_017638925.1,10
GCF_017638925.1_NZ_CP072135.1_323,GCF_017638925.1,17
GCF_017638925.1_NZ_CP072135.1_329,GCF_017638925.1,13
GCF_017638925.1_NZ_CP072135.1_33,GCF_017638925.1,18
GCF_017638925.1_NZ_CP072135.1_36,GCF_017638925.1,16
GCF_017638925.1_NZ_CP072135.1_37,GCF_017638925.1,26
GCF_017638925.1_NZ_CP072135.1_432,GCF_017638925.1,20
GCF_017638925.1_NZ_CP072135.1_457,GCF_017638925.1,22
GCF_017638925.1_NZ_CP072135.1_535,GCF_017638925.1,20
GCF_017638925.1_NZ_CP072135.1_564,GCF_017638925.1,28
GCF_017638925.1_NZ_CP072135.1_624,GCF_017638925.1,12
GCF_017638925.1_NZ_CP072135.1_625,GCF_017638925.1,27
GCF_017638925.1_NZ_CP072135.1_708,GCF_017638925.1,29
GCF_017638925.1_NZ_CP072135.1_79,GCF_017638925.1,16
GCF_017638925.1_NZ_CP072135.1_98,GCF_017638925.1,97
GCF_017639205.1_NZ_CP071139.1_1014,GCF_017639205.1,166
GCF_017639205.1_NZ_CP071139.1_1082,GCF_017639205.1,15
GCF_017639205.1_NZ_CP071139.1_1337,GCF_017639205.1,38
GCF_017639205.1_NZ_CP071139.1_1467,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_1625,GCF_017639205.1,10
GCF_017639205.1_NZ_CP071139.1_1661,GCF_017639205.1,12
GCF_017639205.1_NZ_CP071139.1_1679,GCF_017639205.1,12
GCF_017639205.1_NZ_CP071139.1_1685,GCF_017639205.1,16
GCF_017639205.1_NZ_CP071139.1_189,GCF_017639205.1,22
GCF_017639205.1_NZ_CP071139.1_1893,GCF_017639205.1,16
GCF_017639205.1_NZ_CP071139.1_1963,GCF_017639205.1,276
GCF_017639205.1_NZ_CP071139.1_2011,GCF_017639205.1,109
GCF_017639205.1_NZ_CP071139.1_203,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_2324,GCF_017639205.1,46
GCF_017639205.1_NZ_CP071139.1_2404,GCF_017639205.1,20
GCF_017639205.1_NZ_CP071139.1_2413,GCF_017639205.1,38
GCF_017639205.1_NZ_CP071139.1_243,GCF_017639205.1,10
GCF_017639205.1_NZ_CP071139.1_257,GCF_017639205.1,10
GCF_017639205.1_NZ_CP071139.1_280,GCF_017639205.1,20
GCF_017639205.1_NZ_CP071139.1_2862,GCF_017639205.1,218
GCF_017639205.1_NZ_CP071139.1_2980,GCF_017639205.1,27
GCF_017639205.1_NZ_CP071139.1_3286,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_3392,GCF_017639205.1,19
GCF_017639205.1_NZ_CP071139.1_3762,GCF_017639205.1,268
GCF_017639205.1_NZ_CP071139.1_3778,GCF_017639205.1,50
GCF_017639205.1_NZ_CP071139.1_3782,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_3804,GCF_017639205.1,16
GCF_017639205.1_NZ_CP071139.1_3806,GCF_017639205.1,51
GCF_017639205.1_NZ_CP071139.1_4370,GCF_017639205.1,41
GCF_017639205.1_NZ_CP071139.1_4480,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_4484,GCF_017639205.1,11
GCF_017639205.1_NZ_CP071139.1_449,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_4602,GCF_017639205.1,17
GCF_017639205.1_NZ_CP071139.1_4676,GCF_017639205.1,257
GCF_017639205.1_NZ_CP071139.1_4876,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_5058,GCF_017639205.1,24
GCF_017639205.1_NZ_CP071139.1_5216,GCF_017639205.1,30
GCF_017639205.1_NZ_CP071139.1_5306,GCF_017639205.1,21
GCF_017639205.1_NZ_CP071139.1_5653,GCF_017639205.1,18
GCF_017639205.1_NZ_CP071139.1_5685,GCF_017639205.1,225
GCF_017639205.1_NZ_CP071139.1_569,GCF_017639205.1,85
GCF_017639205.1_NZ_CP071139.1_589,GCF_017639205.1,196
GCF_017639205.1_NZ_CP071139.1_5904,GCF_017639205.1,165
GCF_017639205.1_NZ_CP071139.1_5962,GCF_017639205.1,11
GCF_017639205.1_NZ_CP071139.1_5964,GCF_017639205.1,10
GCF_017639205.1_NZ_CP071139.1_6098,GCF_017639205.1,264
GCF_017639205.1_NZ_CP071139.1_6180,GCF_017639205.1,253
GCF_017639205.1_NZ_CP071139.1_6214,GCF_017639205.1,16
GCF_017639205.1_NZ_CP071139.1_6333,GCF_017639205.1,26
GCF_017639205.1_NZ_CP071139.1_6443,GCF_017639205.1,17
GCF_017639205.1_NZ_CP071139.1_6586,GCF_017639205.1,43
GCF_017639205.1_NZ_CP071139.1_6626,GCF_017639205.1,11
GCF_017639205.1_NZ_CP071139.1_6654,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_703,GCF_017639205.1,21
GCF_017639205.1_NZ_CP071139.1_7118,GCF_017639205.1,59
GCF_017639205.1_NZ_CP071139.1_717,GCF_017639205.1,45
GCF_017639205.1_NZ_CP071139.1_7227,GCF_017639205.1,14
GCF_017639205.1_NZ_CP071139.1_7350,GCF_017639205.1,17
GCF_017639205.1_NZ_CP071139.1_7503,GCF_017639205.1,14
GCF_017639205.1_NZ_CP071139.1_770,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_7879,GCF_017639205.1,29
GCF_017639205.1_NZ_CP071139.1_7884,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_7897,GCF_017639205.1,16
GCF_017639205.1_NZ_CP071139.1_7925,GCF_017639205.1,13
GCF_017639205.1_NZ_CP071139.1_7934,GCF_017639205.1,49
GCF_017639205.1_NZ_CP071139.1_8038,GCF_017639205.1,12
GCF_017639205.1_NZ_CP071139.1_8049,GCF_017639205.1,25
GCF_017639205.1_NZ_CP071139.1_853,GCF_017639205.1,38
GCF_017639205.1_NZ_CP071139.1_968,GCF_017639205.1,17
GCF_017639855.1_NZ_CP072115.1_1072,GCF_017639855.1,18
GCF_017639855.1_NZ_CP072115.1_1077,GCF_017639855.1,19
GCF_017639855.1_NZ_CP072115.1_111,GCF_017639855.1,12
GCF_017639855.1_NZ_CP072115.1_1180,GCF_017639855.1,14
GCF_017639855.1_NZ_CP072115.1_1250,GCF_017639855.1,10
GCF_017639855.1_NZ_CP072115.1_1325,GCF_017639855.1,18
GCF_017639855.1_NZ_CP072115.1_1327,GCF_017639855.1,10
GCF_017639855.1_NZ_CP072115.1_154,GCF_017639855.1,27
GCF_017639855.1_NZ_CP072115.1_1572,GCF_017639855.1,10
GCF_017639855.1_NZ_CP072115.1_1853,GCF_017639855.1,16
GCF_017639855.1_NZ_CP072115.1_208,GCF_017639855.1,73
GCF_017639855.1_NZ_CP072115.1_524,GCF_017639855.1,12
GCF_017639855.1_NZ_CP072115.1_666,GCF_017639855.1,53
GCF_017639855.1_NZ_CP072115.1_705,GCF_017639855.1,121
GCF_017639855.1_NZ_CP072115.1_744,GCF_017639855.1,30
GCF_017654315.1_NZ_CP072203.1_1059,GCF_017654315.1,15
GCF_017654315.1_NZ_CP072203.1_1144,GCF_017654315.1,16
GCF_017654315.1_NZ_CP072203.1_1194,GCF_017654315.1,20
GCF_017654315.1_NZ_CP072203.1_1216,GCF_017654315.1,24
GCF_017654315.1_NZ_CP072203.1_1241,GCF_017654315.1,12
GCF_017654315.1_NZ_CP072203.1_1265,GCF_017654315.1,60
GCF_017654315.1_NZ_CP072203.1_1279,GCF_017654315.1,19
GCF_017654315.1_NZ_CP072203.1_1301,GCF_017654315.1,11
GCF_017654315.1_NZ_CP072203.1_1305,GCF_017654315.1,55
GCF_017654315.1_NZ_CP072203.1_1337,GCF_017654315.1,15
GCF_017654315.1_NZ_CP072203.1_1352,GCF_017654315.1,17
GCF_017654315.1_NZ_CP072203.1_1358,GCF_017654315.1,20
GCF_017654315.1_NZ_CP072203.1_1436,GCF_017654315.1,45
GCF_017654315.1_NZ_CP072203.1_1457,GCF_017654315.1,20
GCF_017654315.1_NZ_CP072203.1_1475,GCF_017654315.1,19
GCF_017654315.1_NZ_CP072203.1_151,GCF_017654315.1,19
GCF_017654315.1_NZ_CP072203.1_1568,GCF_017654315.1,19
GCF_017654315.1_NZ_CP072203.1_1571,GCF_017654315.1,16
GCF_017654315.1_NZ_CP072203.1_1578,GCF_017654315.1,11
GCF_017654315.1_NZ_CP072203.1_1590,GCF_017654315.1,13
GCF_017654315.1_NZ_CP072203.1_1598,GCF_017654315.1,16
GCF_017654315.1_NZ_CP072203.1_1618,GCF_017654315.1,24
