genome_index,genome_id,genus,species,full_name
3797,GCF_014042015.1_Actinotalea_sp__JY-7876_6mer,Actinotalea,sp,Actinotalea_sp
3798,GCF_014042035.1_Bacillus_haynesii_6mer,Bacillus,haynesii,Bacillus_haynesii
3799,GCF_014054525.1_Alysiella_filiformis_6mer,Alysiella,filiformis,Alysiella_filiformis
3800,GCF_014054725.1_Conchiformibius_steedae_6mer,Conchiformibius,steedae,Conchiformibius_steedae
3801,GCF_014054885.1_Neisseria_wadsworthii_6mer,Neisseria,wadsworthii,Neisseria_wadsworthii
3802,GCF_014054945.1_Neisseria_sicca_6mer,Neisseria,sicca,Neisseria_sicca
3803,GCF_014054965.1_Neisseria_shayeganii_6mer,Neisseria,shayeganii,Neisseria_shayeganii
3804,GCF_014054985.1_Kingella_oralis_6mer,Kingella,oralis,Kingella_oralis
3805,GCF_014055005.1_Neisseria_dentiae_6mer,Neisseria,dentiae,Neisseria_dentiae
3806,GCF_014055025.1_Neisseria_bacilliformis_6mer,Neisseria,bacilliformis,Neisseria_bacilliformis
3807,GCF_014058425.1_Companilactobacillus_pabuli_6mer,Companilactobacillus,pabuli,Companilactobacillus_pabuli
3808,GCF_014058705.1_Aureimonas_mangrovi_6mer,Aureimonas,mangrovi,Aureimonas_mangrovi
3809,GCF_014068355.1_Mycoplasma_tullyi_6mer,Mycoplasma,tullyi,Mycoplasma_tullyi
3810,GCF_014069315.1_Levilactobacillus_suantsaii_6mer,Levilactobacillus,suantsaii,Levilactobacillus_suantsaii
3811,GCF_014069875.1_Flaviflexus_equikiangi_6mer,Flaviflexus,equikiangi,Flaviflexus_equikiangi
3812,GCF_014070215.1_Mammaliicoccus_lentus_6mer,Mammaliicoccus,lentus,Mammaliicoccus_lentus
3813,GCF_014075995.1_Adhaeribacter_radiodurans_6mer,Adhaeribacter,radiodurans,Adhaeribacter_radiodurans
3814,GCF_014076415.1_Comamonas_testosteroni_6mer,Comamonas,testosteroni,Comamonas_testosteroni
3815,GCF_014076435.1_Stenotrophomonas_acidaminiphila_6mer,Stenotrophomonas,acidaminiphila,Stenotrophomonas_acidaminiphila
3816,GCF_014076495.1_Comamonas_koreensis_6mer,Comamonas,koreensis,Comamonas_koreensis
3817,GCF_014076555.1_Pectinatus_frisingensis_6mer,Pectinatus,frisingensis,Pectinatus_frisingensis
3818,GCF_014083925.1_Vibrio_spartinae_6mer,Vibrio,spartinae,Vibrio_spartinae
3819,GCF_014083945.1_Granulicella_sp__5B5_6mer,Granulicella,sp,Granulicella_sp
3820,GCF_014084105.1_Streptacidiphilus_sp__P02-A3a_6mer,Streptacidiphilus,sp,Streptacidiphilus_sp
3821,GCF_014107495.1_Cohnella_cholangitidis_6mer,Cohnella,cholangitidis,Cohnella_cholangitidis
3822,GCF_014117325.1_Spirosoma_foliorum_6mer,Spirosoma,foliorum,Spirosoma_foliorum
3823,GCF_014117445.1_Sandaracinobacteroides_saxicola_6mer,Sandaracinobacteroides,saxicola,Sandaracinobacteroides_saxicola
3824,GCF_014126615.1_Ciceribacter_thiooxidans_6mer,Ciceribacter,thiooxidans,Ciceribacter_thiooxidans
3825,GCF_014126825.1_Tomitella_gaofuii_6mer,Tomitella,gaofuii,Tomitella_gaofuii
3826,GCF_014127285.1_Mumia_sp__ZJ1417_6mer,Mumia,sp,Mumia_sp
3827,GCF_014127485.1_Nocardioides_dongkuii_6mer,Nocardioides,dongkuii,Nocardioides_dongkuii
3828,GCF_014163495.1_Alistipes_indistinctus_6mer,Alistipes,indistinctus,Alistipes_indistinctus
3829,GCF_014168535.1_Lacibacter_sediminis_6mer,Lacibacter,sediminis,Lacibacter_sediminis
3830,GCF_014171495.1_Paraburkholderia_tropica_6mer,Paraburkholderia,tropica,Paraburkholderia_tropica
3831,GCF_014171515.1_Herbaspirillum_frisingense_6mer,Herbaspirillum,frisingense,Herbaspirillum_frisingense
3832,GCF_014189415.1_Tardiphaga_robiniae_6mer,Tardiphaga,robiniae,Tardiphaga_robiniae
3833,GCF_014189455.1_Mesorhizobium_huakuii_6mer,Mesorhizobium,huakuii,Mesorhizobium_huakuii
3834,GCF_014189505.1_Phyllobacterium_sp__628_6mer,Phyllobacterium,sp,Phyllobacterium_sp
3835,GCF_014189535.1_Rhizobium_lusitanum_6mer,Rhizobium,lusitanum,Rhizobium_lusitanum
3836,GCF_014191545.1_Terrihabitans_soli_6mer,Terrihabitans,soli,Terrihabitans_soli
3837,GCF_014211895.1_Pseudoxanthomonas_mexicana_6mer,Pseudoxanthomonas,mexicana,Pseudoxanthomonas_mexicana
3838,GCF_014211975.1_Teredinibacter_haidensis_6mer,Teredinibacter,haidensis,Teredinibacter_haidensis
3839,GCF_014216315.1_Streptomyces_finlayi_6mer,Streptomyces,finlayi,Streptomyces_finlayi
3840,GCF_014216335.1_Streptomyces_rutgersensis_6mer,Streptomyces,rutgersensis,Streptomyces_rutgersensis
3841,GCF_014217215.1_Rothia_nasimurium_6mer,Rothia,nasimurium,Rothia_nasimurium
3842,GCF_014217335.1_Teredinibacter_purpureus_6mer,Teredinibacter,purpureus,Teredinibacter_purpureus
3843,GCF_014217565.1_Kribbella_qitaiheensis_6mer,Kribbella,qitaiheensis,Kribbella_qitaiheensis
3844,GCF_014217625.1_Leifsonia_shinshuensis_6mer,Leifsonia,shinshuensis,Leifsonia_shinshuensis
3845,GCF_014217665.1_Frigoribacterium_sp__NBH87_6mer,Frigoribacterium,sp,Frigoribacterium_sp
3846,GCF_014217685.1_Glaciihabitans_sp__INWT7_6mer,Glaciihabitans,sp,Glaciihabitans_sp
3847,GCF_014217765.1_Rhodococcus_triatomae_6mer,Rhodococcus,triatomae,Rhodococcus_triatomae
3848,GCF_014217805.1_Adhaeribacter_swui_6mer,Adhaeribacter,swui,Adhaeribacter_swui
3849,GCF_014217835.1_Metabacillus_elymi_6mer,Metabacillus,elymi,Metabacillus_elymi
3850,GCF_014217915.1_Janibacter_sp__YB324_6mer,Janibacter,sp,Janibacter_sp
3851,GCF_014217995.1_Campylobacter_vulpis_6mer,Campylobacter,vulpis,Campylobacter_vulpis
3852,GCF_014218255.1_Mycoavidus_sp__B2-EB_6mer,Mycoavidus,sp,Mycoavidus_sp
3853,GCF_014218275.1_Citrifermentans_bremense_6mer,Citrifermentans,bremense,Citrifermentans_bremense
3854,GCF_014218335.1_Anaerocolumna_cellulosilytica_6mer,Anaerocolumna,cellulosilytica,Anaerocolumna_cellulosilytica
3855,GCF_014218355.1_Anaerocolumna_chitinilytica_6mer,Anaerocolumna,chitinilytica,Anaerocolumna_chitinilytica
3856,GCF_014233485.1_Ewingella_americana_6mer,Ewingella,americana,Ewingella_americana
3857,GCF_014235185.1_Pseudonocardia_petroleophila_6mer,Pseudonocardia,petroleophila,Pseudonocardia_petroleophila
3858,GCF_014236795.1_Xanthomonas_theicola_6mer,Xanthomonas,theicola,Xanthomonas_theicola
3859,GCF_014250515.1_Hymenobacter_sediminicola_6mer,Hymenobacter,sediminicola,Hymenobacter_sediminicola
3860,GCF_014262665.1_Corynebacterium_anserum_6mer,Corynebacterium,anserum,Corynebacterium_anserum
3861,GCF_014268275.3_Pseudomonas_tritici_6mer,Pseudomonas,tritici,Pseudomonas_tritici
3862,GCF_014268375.2_Pseudomonas_salmasensis_6mer,Pseudomonas,salmasensis,Pseudomonas_salmasensis
3863,GCF_014268445.2_Pseudomonas_tensinigenes_6mer,Pseudomonas,tensinigenes,Pseudomonas_tensinigenes
3864,GCF_014268455.2_Pseudomonas_shahriarae_6mer,Pseudomonas,shahriarae,Pseudomonas_shahriarae
3865,GCF_014268485.2_Pseudomonas_zeae_6mer,Pseudomonas,zeae,Pseudomonas_zeae
3866,GCF_014268495.2_Pseudomonas_monsensis_6mer,Pseudomonas,monsensis,Pseudomonas_monsensis
3867,GCF_014268585.2_Pseudomonas_iranensis_6mer,Pseudomonas,iranensis,Pseudomonas_iranensis
3868,GCF_014268595.2_Pseudomonas_hamedanensis_6mer,Pseudomonas,hamedanensis,Pseudomonas_hamedanensis
3869,GCF_014268755.2_Pseudomonas_vanderleydeniana_6mer,Pseudomonas,vanderleydeniana,Pseudomonas_vanderleydeniana
3870,GCF_014268885.2_Pseudomonas_xantholysinigenes_6mer,Pseudomonas,xantholysinigenes,Pseudomonas_xantholysinigenes
3871,GCF_014269025.2_Pseudomonas_promysalinigenes_6mer,Pseudomonas,promysalinigenes,Pseudomonas_promysalinigenes
3872,GCF_014269225.2_Pseudomonas_anuradhapurensis_6mer,Pseudomonas,anuradhapurensis,Pseudomonas_anuradhapurensis
3873,GCF_014274465.1_Alloacidobacterium_dinghuense_6mer,Alloacidobacterium,dinghuense,Alloacidobacterium_dinghuense
3874,GCF_014274685.1_Edaphobacter_albus_6mer,Edaphobacter,albus,Edaphobacter_albus
3875,GCF_014280235.1_Cyanobium_sp__NS01_6mer,Cyanobium,sp,Cyanobium_sp
3876,GCF_014287515.2_Roseburia_rectibacter_6mer,Roseburia,rectibacter,Roseburia_rectibacter
3877,GCF_014295415.1_Constantimarinum_furrinae_6mer,Constantimarinum,furrinae,Constantimarinum_furrinae
3878,GCF_014297575.1_Dyella_telluris_6mer,Dyella,telluris,Dyella_telluris
3879,GCF_014297595.2_Neisseria_musculi_6mer,Neisseria,musculi,Neisseria_musculi
3880,GCF_014302635.1_Dermacoccus_sp__PAMC28757_6mer,Dermacoccus,sp,Dermacoccus_sp
3881,GCF_014303395.1_Nakamurella_sp__PAMC28650_6mer,Nakamurella,sp,Nakamurella_sp
3882,GCF_014303955.1_Caproicibacter_fermentans_6mer,Caproicibacter,fermentans,Caproicibacter_fermentans
3883,GCF_014304635.1_Serratia_ureilytica_6mer,Serratia,ureilytica,Serratia_ureilytica
3884,GCF_014334095.1_Novosphingopyxis_iocasae_6mer,Novosphingopyxis,iocasae,Novosphingopyxis_iocasae
3885,GCF_014334115.1_Sphingosinithalassobacter_sp__CS137_6mer,Sphingosinithalassobacter,sp,Sphingosinithalassobacter_sp
3886,GCF_014334735.1_Aeromicrobium_senzhongii_6mer,Aeromicrobium,senzhongii,Aeromicrobium_senzhongii
3887,GCF_014337155.1_Wujia_chipingensis_6mer,Wujia,chipingensis,Wujia_chipingensis
3888,GCF_014337175.1_Simiaoa_sunii_6mer,Simiaoa,sunii,Simiaoa_sunii
3889,GCF_014337195.1_Qiania_dongpingensis_6mer,Qiania,dongpingensis,Qiania_dongpingensis
3890,GCF_014337215.1_Wansuia_hejianensis_6mer,Wansuia,hejianensis,Wansuia_hejianensis
3891,GCF_014337235.1__Eubacterium__hominis_6mer,,Eubacterium,_Eubacterium
3892,GCF_014337255.1_Fusobacterium_hominis_6mer,Fusobacterium,hominis,Fusobacterium_hominis
3893,GCF_014337925.2_Roseobacter_fucihabitans_6mer,Roseobacter,fucihabitans,Roseobacter_fucihabitans
3894,GCF_014352855.1_Sphingomonas_sabuli_6mer,Sphingomonas,sabuli,Sphingomonas_sabuli
3895,GCF_014352875.1_Polaribacter_pectinis_6mer,Polaribacter,pectinis,Polaribacter_pectinis
3896,GCF_014353015.1_Chitinimonas_koreensis_6mer,Chitinimonas,koreensis,Chitinimonas_koreensis
3897,GCF_014353055.1_Amniculibacterium_sp__G2-70_6mer,Amniculibacterium,sp,Amniculibacterium_sp
3898,GCF_014395225.1_Pedobacter_roseus_6mer,Pedobacter,roseus,Pedobacter_roseus
3899,GCF_014395425.1_Thermomonas_brevis_6mer,Thermomonas,brevis,Thermomonas_brevis
3900,GCF_014395645.1_Phycicoccus_endophyticus_6mer,Phycicoccus,endophyticus,Phycicoccus_endophyticus
3901,GCF_014395785.1_Nocardioides_mesophilus_6mer,Nocardioides,mesophilus,Nocardioides_mesophilus
3902,GCF_014395975.1_Diaphorobacter_ruginosibacter_6mer,Diaphorobacter,ruginosibacter,Diaphorobacter_ruginosibacter
3903,GCF_014396165.1_Erysipelothrix_inopinata_6mer,Erysipelothrix,inopinata,Erysipelothrix_inopinata
3904,GCF_014396385.1_Leucobacter_denitrificans_6mer,Leucobacter,denitrificans,Leucobacter_denitrificans
3905,GCF_014396585.1_Sphingomonas_rhizophila_6mer,Sphingomonas,rhizophila,Sphingomonas_rhizophila
3906,GCF_014396785.1_Sphingomonas_lutea_6mer,Sphingomonas,lutea,Sphingomonas_lutea
3907,GCF_014396975.1_Thermomonas_carbonis_6mer,Thermomonas,carbonis,Thermomonas_carbonis
3908,GCF_014397115.1_Vagococcus_carniphilus_6mer,Vagococcus,carniphilus,Vagococcus_carniphilus
3909,GCF_014397255.1_Weissella_diestrammenae_6mer,Weissella,diestrammenae,Weissella_diestrammenae
3910,GCF_014466955.1_Nocardia_wallacei_6mer,Nocardia,wallacei,Nocardia_wallacei
3911,GCF_014466985.1_Nitrosophilus_labii_6mer,Nitrosophilus,labii,Nitrosophilus_labii
3912,GCF_014467015.1_Alkalicella_caledoniensis_6mer,Alkalicella,caledoniensis,Alkalicella_caledoniensis
3913,GCF_014467055.1_Caproicibacterium_amylolyticum_6mer,Caproicibacterium,amylolyticum,Caproicibacterium_amylolyticum
3914,GCF_014483895.1_Protaetiibacter_sp__SSC-01_6mer,Protaetiibacter,sp,Protaetiibacter_sp
3915,GCF_014489415.1_Cylindrospermopsis_curvispora_GIHE-G1_6mer,Cylindrospermopsis,curvispora,Cylindrospermopsis_curvispora
3916,GCF_014489475.1_Agrilutibacter_terrestris_6mer,Agrilutibacter,terrestris,Agrilutibacter_terrestris
3917,GCF_014489495.1_Sphingomonas_daechungensis_6mer,Sphingomonas,daechungensis,Sphingomonas_daechungensis
3918,GCF_014489515.1_Sphingomonas_sediminicola_6mer,Sphingomonas,sediminicola,Sphingomonas_sediminicola
3919,GCF_014489535.1_Diaphorobacter_aerolatus_6mer,Diaphorobacter,aerolatus,Diaphorobacter_aerolatus
3920,GCF_014489555.1_Hymenobacter_qilianensis_6mer,Hymenobacter,qilianensis,Hymenobacter_qilianensis
3921,GCF_014489575.1_Tessaracoccus_defluvii_6mer,Tessaracoccus,defluvii,Tessaracoccus_defluvii
3922,GCF_014489595.1_Paenacidovorax_monticola_6mer,Paenacidovorax,monticola,Paenacidovorax_monticola
3923,GCF_014489615.1_Streptomyces_genisteinicus_6mer,Streptomyces,genisteinicus,Streptomyces_genisteinicus
3924,GCF_014489635.1_Streptomyces_roseirectus_6mer,Streptomyces,roseirectus,Streptomyces_roseirectus
3925,GCF_014490055.1_Saccharopolyspora_spinosa_6mer,Saccharopolyspora,spinosa,Saccharopolyspora_spinosa
3926,GCF_014490555.1_Corynebacterium_lujinxingii_6mer,Corynebacterium,lujinxingii,Corynebacterium_lujinxingii
3927,GCF_014490575.1_Corynebacterium_zhongnanshanii_6mer,Corynebacterium,zhongnanshanii,Corynebacterium_zhongnanshanii
3928,GCF_014490665.1_Sphingomonas_alpina_6mer,Sphingomonas,alpina,Sphingomonas_alpina
3929,GCF_014495725.1_Brucella_intermedia_6mer,Brucella,intermedia,Brucella_intermedia
3930,GCF_014495845.1_Aquibium_microcysteis_6mer,Aquibium,microcysteis,Aquibium_microcysteis
3931,GCF_014522205.1_Corynebacterium_poyangense_6mer,Corynebacterium,poyangense,Corynebacterium_poyangense
3932,GCF_014522285.1_Mycetocola_sp__JXN-3_6mer,Mycetocola,sp,Mycetocola_sp
3933,GCF_014524565.1_Croceimicrobium_hydrocarbonivorans_6mer,Croceimicrobium,hydrocarbonivorans,Croceimicrobium_hydrocarbonivorans
3934,GCF_014524645.1_Pseudomonas_syringae_6mer,Pseudomonas,syringae,Pseudomonas_syringae
3935,GCF_014524945.2_Mycobacterium_pseudoshottsii_6mer,Mycobacterium,pseudoshottsii,Mycobacterium_pseudoshottsii
3936,GCF_014529625.1_Candidatus_Pelagisphaera_phototrophica_6mer,Candidatus,Pelagisphaera,Candidatus_Pelagisphaera
3937,GCF_014541205.1_Mannheimia_bovis_6mer,Mannheimia,bovis,Mannheimia_bovis
3938,GCF_014595995.2_Actinomyces_respiraculi_6mer,Actinomyces,respiraculi,Actinomyces_respiraculi
3939,GCF_014621655.1_Empedobacter_stercoris_6mer,Empedobacter,stercoris,Empedobacter_stercoris
3940,GCF_014621695.1_Streptomyces_xanthii_6mer,Streptomyces,xanthii,Streptomyces_xanthii
3941,GCF_014622665.1_Rhodobacter_capsulatus_6mer,Rhodobacter,capsulatus,Rhodobacter_capsulatus
3942,GCF_014623465.1_Marinomonas_arctica_6mer,Marinomonas,arctica,Marinomonas_arctica
3943,GCF_014656565.1_Pseudomonas_asiatica_6mer,Pseudomonas,asiatica,Pseudomonas_asiatica
3944,GCF_014672695.1_Defluviicoccus_vanus_6mer,Defluviicoccus,vanus,Defluviicoccus_vanus
3945,GCF_014672715.2_Dehalogenimonas_etheniformans_6mer,Dehalogenimonas,etheniformans,Dehalogenimonas_etheniformans
3946,GCF_014672835.1_Entomobacter_blattae_6mer,Entomobacter,blattae,Entomobacter_blattae
3947,GCF_014673495.1_Streptomyces_griseofuscus_6mer,Streptomyces,griseofuscus,Streptomyces_griseofuscus
3948,GCF_014678925.1_Geobacillus_zalihae_6mer,Geobacillus,zalihae,Geobacillus_zalihae
3949,GCF_014680085.1_Micromonospora_sagamiensis_6mer,Micromonospora,sagamiensis,Micromonospora_sagamiensis
3950,GCF_014681765.1_Roseicitreum_antarcticum_6mer,Roseicitreum,antarcticum,Roseicitreum_antarcticum
3951,GCF_014692875.1_Pedobacter_riviphilus_6mer,Pedobacter,riviphilus,Pedobacter_riviphilus
3952,GCF_014697215.1_Saccharopolyspora_pogona_6mer,Saccharopolyspora,pogona,Saccharopolyspora_pogona
3953,GCF_014701095.1_Streptomyces_tuirus_6mer,Streptomyces,tuirus,Streptomyces_tuirus
3954,GCF_014701115.1_Streptomyces_aurantiacus_6mer,Streptomyces,aurantiacus,Streptomyces_aurantiacus
3955,GCF_014701195.1_Tepiditoga_spiralis_6mer,Tepiditoga,spiralis,Tepiditoga_spiralis
3956,GCF_014701235.1_Dissulfurispira_thermophila_6mer,Dissulfurispira,thermophila,Dissulfurispira_thermophila
3957,GCF_014705925.2_Rothia_terrae_6mer,Rothia,terrae,Rothia_terrae
3958,GCF_014705945.2_Rothia_amarae_6mer,Rothia,amarae,Rothia_amarae
3959,GCF_014717515.1_Acinetobacter_seifertii_6mer,Acinetobacter,seifertii,Acinetobacter_seifertii
3960,GCF_014725735.1_Wenzhouxiangella_sp__AB-CW3_6mer,Wenzhouxiangella,sp,Wenzhouxiangella_sp
3961,GCF_014764305.1_Mesoflavibacter_profundi_6mer,Mesoflavibacter,profundi,Mesoflavibacter_profundi
3962,GCF_014764365.1_Roseococcus_microcysteis_6mer,Roseococcus,microcysteis,Roseococcus_microcysteis
3963,GCF_014764405.1_Micromonospora_craniellae_6mer,Micromonospora,craniellae,Micromonospora_craniellae
3964,GCF_014775655.1_Clavibacter_zhangzhiyongii_6mer,Clavibacter,zhangzhiyongii,Clavibacter_zhangzhiyongii
3965,GCF_014784055.1_Polaribacter_haliotis_6mer,Polaribacter,haliotis,Polaribacter_haliotis
3966,GCF_014789145.1_Weissella_viridescens_6mer,Weissella,viridescens,Weissella_viridescens
3967,GCF_014789785.1_Chryseoglobus_sp__28M-23_6mer,Chryseoglobus,sp,Chryseoglobus_sp
3968,GCF_014805825.1_Marinomonas_algicola_6mer,Marinomonas,algicola,Marinomonas_algicola
3969,GCF_014841015.1_Xanthomonas_campestris_6mer,Xanthomonas,campestris,Xanthomonas_campestris
3970,GCF_014843995.1_Novacetimonas_hansenii_6mer,Novacetimonas,hansenii,Novacetimonas_hansenii
3971,GCF_014844095.1_Peribacillus_sp__JNUCC41_6mer,Peribacillus,sp,Peribacillus_sp
3972,GCF_014852565.2_Streptomyces_caniscabiei_6mer,Streptomyces,caniscabiei,Streptomyces_caniscabiei
3973,GCF_014856545.2_Mesobacillus_jeotgali_6mer,Mesobacillus,jeotgali,Mesobacillus_jeotgali
3974,GCF_014863585.1_Pseudomonas_gozinkensis_6mer,Pseudomonas,gozinkensis,Pseudomonas_gozinkensis
3975,GCF_014863605.1_Pseudomonas_allokribbensis_6mer,Pseudomonas,allokribbensis,Pseudomonas_allokribbensis
3976,GCF_014879315.1_Candidatus_Riesia_pediculicola_6mer,Candidatus,Riesia,Candidatus_Riesia
3977,GCF_014879975.1_Vibrio_bathopelagicus_6mer,Vibrio,bathopelagicus,Vibrio_bathopelagicus
3978,GCF_014883875.1_Pseudomonas_taiwanensis_6mer,Pseudomonas,taiwanensis,Pseudomonas_taiwanensis
3979,GCF_014883935.1_Cytobacillus_oceanisediminis_6mer,Cytobacillus,oceanisediminis,Cytobacillus_oceanisediminis
3980,GCF_014892695.1_Aeromonas_simiae_6mer,Aeromonas,simiae,Aeromonas_simiae
3981,GCF_014896945.1_Candidatus_Bodocaedibacter_vickermanii_6mer,Candidatus,Bodocaedibacter,Candidatus_Bodocaedibacter
3982,GCF_014898075.1_Neisseria_yangbaofengii_6mer,Neisseria,yangbaofengii,Neisseria_yangbaofengii
3983,GCF_014898155.1_Bifidobacterium_eulemuris_6mer,Bifidobacterium,eulemuris,Bifidobacterium_eulemuris
3984,GCF_014898175.1_Bifidobacterium_lemurum_6mer,Bifidobacterium,lemurum,Bifidobacterium_lemurum
3985,GCF_014898195.1_Bifidobacterium_subtile_6mer,Bifidobacterium,subtile,Bifidobacterium_subtile
3986,GCF_014899185.1_Pseudooceanicola_spongiae_6mer,Pseudooceanicola,spongiae,Pseudooceanicola_spongiae
3987,GCF_014905095.1_Sulfurimonas_marina_6mer,Sulfurimonas,marina,Sulfurimonas_marina
3988,GCF_014905115.1_Sulfurimonas_sediminis_6mer,Sulfurimonas,sediminis,Sulfurimonas_sediminis
3989,GCF_014905135.1_Sulfurimonas_paralvinellae_6mer,Sulfurimonas,paralvinellae,Sulfurimonas_paralvinellae
3990,GCF_014926385.1_Trueperella_pecoris_6mer,Trueperella,pecoris,Trueperella_pecoris
3991,GCF_014926585.1_Devosia_beringensis_6mer,Devosia,beringensis,Devosia_beringensis
3992,GCF_014930995.1_Pseudomonas_poae_6mer,Pseudomonas,poae,Pseudomonas_poae
3993,GCF_014931075.1_Campylobacter_peloridis_6mer,Campylobacter,peloridis,Campylobacter_peloridis
3994,GCF_014931175.1_Helicobacter_winghamensis_6mer,Helicobacter,winghamensis,Helicobacter_winghamensis
3995,GCF_014931255.1_Campylobacter_cuniculorum_6mer,Campylobacter,cuniculorum,Campylobacter_cuniculorum
3996,GCF_014931715.1_Sulfurovum_indicum_6mer,Sulfurovum,indicum,Sulfurovum_indicum
3997,GCF_014946775.2_Pectobacterium_quasiaquaticum_6mer,Pectobacterium,quasiaquaticum,Pectobacterium_quasiaquaticum
3998,GCF_014960965.1_Ruania_alkalisoli_6mer,Ruania,alkalisoli,Ruania_alkalisoli
3999,GCF_014961145.1_Cruoricaptor_ignavus_6mer,Cruoricaptor,ignavus,Cruoricaptor_ignavus
4000,GCF_015034585.1_Thermobifida_fusca_6mer,Thermobifida,fusca,Thermobifida_fusca
4001,GCF_015040095.1_Paenarthrobacter_sp__YJN-5_6mer,Paenarthrobacter,sp,Paenarthrobacter_sp
4002,GCF_015074805.1_Sphingobium_fuliginis_6mer,Sphingobium,fuliginis,Sphingobium_fuliginis
4003,GCF_015097055.1_Effusibacillus_dendaii_6mer,Effusibacillus,dendaii,Effusibacillus_dendaii
4004,GCF_015097275.1_Coprobacter_secundus_subsp__similis_6mer,Coprobacter,secundus,Coprobacter_secundus
4005,GCF_015097455.1_Faecalibacillus_intestinalis_6mer,Faecalibacillus,intestinalis,Faecalibacillus_intestinalis
4006,GCF_015099135.1_Kluyvera_ascorbata_6mer,Kluyvera,ascorbata,Kluyvera_ascorbata
4007,GCF_015100395.1_Nitrosophilus_alvini_6mer,Nitrosophilus,alvini,Nitrosophilus_alvini
4008,GCF_015101885.1_Massilia_litorea_6mer,Massilia,litorea,Massilia_litorea
4009,GCF_015140235.1_Solibaculum_mannosilyticum_6mer,Solibaculum,mannosilyticum,Solibaculum_mannosilyticum
4010,GCF_015140455.1_Jeongeupia_sp__HS-3_6mer,Jeongeupia,sp,Jeongeupia_sp
4011,GCF_015159555.1_Viridibacillus_arvi_6mer,Viridibacillus,arvi,Viridibacillus_arvi
4012,GCF_015159595.1_Blautia_liquoris_6mer,Blautia,liquoris,Blautia_liquoris
4013,GCF_015160855.1_Streptomyces_ferrugineus_6mer,Streptomyces,ferrugineus,Streptomyces_ferrugineus
4014,GCF_015160875.1_Streptomyces_chromofuscus_6mer,Streptomyces,chromofuscus,Streptomyces_chromofuscus
4015,GCF_015167415.1_Kosakonia_pseudosacchari_6mer,Kosakonia,pseudosacchari,Kosakonia_pseudosacchari
4016,GCF_015168335.1_Pseudomonas_shirazica_6mer,Pseudomonas,shirazica,Pseudomonas_shirazica
4017,GCF_015169395.1_Humisphaera_borealis_6mer,Humisphaera,borealis,Humisphaera_borealis
4018,GCF_015191005.1_Kaistella_flava__ex_Peng_et_al__2021__6mer,Kaistella,flava,Kaistella_flava
4019,GCF_015209725.1_Novilysobacter_ciconiae_6mer,Novilysobacter,ciconiae,Novilysobacter_ciconiae
4020,GCF_015209745.1_Novilysobacter_avium_6mer,Novilysobacter,avium,Novilysobacter_avium
4021,GCF_015218165.1_Acinetobacter_piscicola_6mer,Acinetobacter,piscicola,Acinetobacter_piscicola
4022,GCF_015219785.1_Treponema_pedis_6mer,Treponema,pedis,Treponema_pedis
4023,GCF_015234775.2_Streptococcus_danieliae_6mer,Streptococcus,danieliae,Streptococcus_danieliae
4024,GCF_015239775.1_Trichlorobacter_lovleyi_6mer,Trichlorobacter,lovleyi,Trichlorobacter_lovleyi
4025,GCF_015240065.1_Nanchangia_anserum_6mer,Nanchangia,anserum,Nanchangia_anserum
4026,GCF_015240255.1_Kordiimonas_pumila_6mer,Kordiimonas,pumila,Kordiimonas_pumila
4027,GCF_015243575.1_Anoxybacterium_hadale_6mer,Anoxybacterium,hadale,Anoxybacterium_hadale
4028,GCF_015243835.1_Xanthomonas_citri_6mer,Xanthomonas,citri,Xanthomonas_citri
4029,GCF_015244315.1_Streptomyces_olivaceus_6mer,Streptomyces,olivaceus,Streptomyces_olivaceus
4030,GCF_015265455.1_Candidatus_Sulfurimonas_baltica_6mer,Candidatus,Sulfurimonas,Candidatus_Sulfurimonas
4031,GCF_015265495.1_Mycobacterium_orygis_6mer,Mycobacterium,orygis,Mycobacterium_orygis
4032,GCF_015277515.1_Thermophilibacter_immobilis_6mer,Thermophilibacter,immobilis,Thermophilibacter_immobilis
4033,GCF_015277775.1_Paludibaculum_fermentans_6mer,Paludibaculum,fermentans,Paludibaculum_fermentans
4034,GCF_015277815.1_Microbacterium_atlanticum_6mer,Microbacterium,atlanticum,Microbacterium_atlanticum
4035,GCF_015277855.1_Microbacterium_cremeum_6mer,Microbacterium,cremeum,Microbacterium_cremeum
4036,GCF_015277875.1_Microbacterium_luteum_6mer,Microbacterium,luteum,Microbacterium_luteum
4037,GCF_015277895.1_Microbacterium_abyssi_6mer,Microbacterium,abyssi,Microbacterium_abyssi
4038,GCF_015291705.1_Bradyrhizobium_arachidis_6mer,Bradyrhizobium,arachidis,Bradyrhizobium_arachidis
4039,GCF_015326725.1_Thermaerobacillus_caldiproteolyticus_6mer,Thermaerobacillus,caldiproteolyticus,Thermaerobacillus_caldiproteolyticus
4040,GCF_015327065.1_Cellulosimicrobium_sp__JZ28_6mer,Cellulosimicrobium,sp,Cellulosimicrobium_sp
4041,GCF_015356115.1_Rodentibacter_haemolyticus_6mer,Rodentibacter,haemolyticus,Rodentibacter_haemolyticus
4042,GCF_015356815.2_Candidatus_Rhabdochlamydia_porcellionis_6mer,Candidatus,Rhabdochlamydia,Candidatus_Rhabdochlamydia
